game_id,season,week,home_team,away_team,full_spread,full_total,full_home_points,full_away_points,1h_spread,1h_total,1h_home_points,1h_away_points,spread_half_naive,total_half_naive,spread_dev,total_dev
401752688,2025,2,Mississippi State,Arizona State,6.0,58.5,24,20,3.5,29.5,17,3,3.0,29.25,0.5,0.25
401752681,2025,2,Alabama,UL Monroe,-34.0,50.0,73,0,-20.5,27.5,42,0,-17.0,25.0,-3.5,2.5
401761600,2025,2,Louisiana,McNeese,-19.0,50.0,34,10,-11.5,27.5,17,7,-9.5,25.0,-2.0,2.5
401752823,2025,2,UNLV,UCLA,2.5,54.5,30,23,0.5,27.5,23,3,1.25,27.25,-0.75,0.25
401757229,2025,2,New Mexico State,Tulsa,3.0,52.5,21,14,2.5,25.5,3,0,1.5,26.25,1.0,-0.75
401752691,2025,2,South Carolina,South Carolina State,-43.0,54.0,38,10,-25.5,29.5,17,3,-21.5,27.0,-4.0,2.5
401756879,2025,2,Arizona,Weber State,-31.5,56.5,48,3,-18.5,30.5,34,0,-15.75,28.25,-2.75,2.25
401752948,2025,2,Washington State,San Diego State,-2.0,46.5,36,13,-0.5,23.5,19,7,-1.0,23.25,0.5,0.25
401754526,2025,2,BYU,Stanford,-20.5,44.5,27,3,-11.5,23.5,14,0,-10.25,22.25,-1.25,1.25
401752821,2025,2,Washington,UC Davis,-28.0,54.0,70,10,-17.5,28.5,42,10,-14.0,27.0,-3.5,1.5
401757230,2025,2,Hawai'i,Sam Houston,-7.0,47.5,37,20,-3.5,23.5,17,6,-3.5,23.75,0.0,-0.25
401752836,2025,3,Indiana,Indiana State,-47.5,60.0,73,0,-27.5,34.5,45,0,-23.75,30.0,-3.75,4.5
401754532,2025,3,Syracuse,Colgate,-36.5,64.0,66,24,-21.5,35.5,38,3,-18.25,32.0,-3.25,3.5
401756893,2025,3,Houston,Colorado,-4.0,45.5,36,20,-2.5,22.5,16,14,-2.0,22.75,-0.5,-0.25
401756888,2025,3,Arizona,Kansas State,1.5,55.5,23,17,0.5,27.5,17,3,0.75,27.75,-0.25,-0.25
401752837,2025,3,UCLA,New Mexico,-15.5,52.5,10,35,-8.5,27.5,7,14,-7.75,26.25,-0.75,1.25
401754623,2025,3,Georgia Tech,Clemson,2.5,49.5,24,21,0.5,25.5,13,7,1.25,24.75,-0.75,0.75
401762817,2025,3,Kent State,Buffalo,23.5,48.5,28,31,13.5,25.5,14,10,11.75,24.25,1.75,1.25
401752696,2025,3,Alabama,Wisconsin,-17.5,45.5,38,14,-10.5,22.5,21,0,-8.75,22.75,-1.75,-0.25
401752839,2025,3,Michigan,Central Michigan,-27.5,42.5,63,3,-16.5,23.5,35,3,-13.75,21.25,-2.75,2.25
401761608,2025,3,Troy,Memphis,4.5,51.5,7,28,3.5,26.5,7,21,2.25,25.75,1.25,0.75
401754619,2025,3,Virginia,William & Mary,-30.5,54.5,55,16,-17.5,27.5,42,7,-15.25,27.25,-2.25,0.25
401752828,2025,3,Nebraska,Houston Christian,-48.5,58.5,59,7,-28.5,33.5,38,0,-24.25,29.25,-4.25,4.25
401752831,2025,3,Northwestern,Oregon,25.5,50.5,14,34,14.5,26.5,0,17,12.75,25.25,1.75,1.25
401752838,2025,3,Maryland,Towson,-28.5,53.5,44,17,-17.5,29.5,34,0,-14.25,26.75,-3.25,2.75
401752703,2025,3,Temple,Oklahoma,23.5,50.5,3,42,13.5,27.5,3,28,11.75,25.25,1.75,2.25
401756891,2025,3,Baylor,Samford,-51.5,65.5,42,7,-29.5,36.5,35,7,-25.75,32.75,-3.75,3.75
401752697,2025,3,Auburn,South Alabama,-26.5,56.5,31,15,-14.5,30.5,28,9,-13.25,28.25,-1.25,2.25
401752702,2025,3,Missouri,Louisiana,-27.5,47.5,52,10,-15.5,24.5,38,10,-13.75,23.75,-1.75,0.75
401762818,2025,3,Ball State,New Hampshire,-3.0,46.5,34,29,-1.5,24.5,28,21,-1.5,23.25,0.0,1.25
401757168,2025,3,Delaware,UConn,8.5,52.5,44,41,4.5,26.5,28,24,4.25,26.25,0.25,0.25
401752834,2025,3,Michigan State,Youngstown State,-23.5,55.5,41,24,-13.5,30.5,17,10,-11.75,27.75,-1.75,2.75
401762819,2025,3,Toledo,Morgan State,-33.5,54.5,60,0,-20.5,30.5,46,0,-16.75,27.25,-3.75,3.25
401756892,2025,3,Cincinnati,Northwestern State,-48.5,55.5,70,0,-28.5,31.5,56,0,-24.25,27.75,-4.25,3.75
401752938,2025,3,Texas Tech,Oregon State,-24.5,61.5,45,14,-14.5,33.5,28,0,-12.25,30.75,-2.25,2.75
401762467,2025,3,UTSA,Incarnate Word,-21.0,62.5,48,20,-11.5,32.5,24,0,-10.5,31.25,-1.0,1.25
401752835,2025,3,Penn State,Villanova,-46.5,57.5,52,6,-28.5,31.5,21,0,-23.25,28.75,-5.25,2.75
401752832,2025,3,Purdue,USC,20.5,59.5,17,33,11.5,30.5,3,17,10.25,29.75,1.25,0.75
401754615,2025,3,Missouri State,SMU,29.5,60.5,10,28,16.5,32.5,10,14,14.75,30.25,1.75,2.25
401754639,2025,3,North Carolina,Richmond,-24.5,47.5,41,6,-14.5,24.5,20,3,-12.25,23.75,-2.25,0.75
401752705,2025,3,Tennessee,Georgia,3.5,50.5,41,44,2.5,23.5,21,17,1.75,25.25,0.75,-1.75
401752949,2025,3,North Texas,Washington State,-6.5,57.5,59,10,-3.5,28.5,42,3,-3.25,28.75,-0.25,-0.25
401752833,2025,3,Rutgers,Norfolk State,-44.5,56.5,60,10,-25.5,31.5,26,3,-22.25,28.25,-3.25,3.25
401754638,2025,3,West Virginia,Pittsburgh,6.5,54.5,31,24,3.5,27.5,7,3,3.25,27.25,0.25,0.25
401756890,2025,3,Arkansas State,Iowa State,21.0,55.5,16,24,12.5,29.5,10,17,10.5,27.75,2.0,1.75
401752706,2025,3,Texas,UTEP,-39.5,52.5,27,10,-23.5,29.5,14,3,-19.75,26.25,-3.75,3.25
401754535,2025,3,Miami,South Florida,-17.5,56.5,49,12,-10.5,28.5,28,6,-8.75,28.25,-1.75,0.25
401757256,2025,3,Bowling Green,Liberty,6.0,51.5,23,13,3.5,24.5,10,0,3.0,25.75,0.5,-1.25
401757258,2025,3,Nevada,Middle Tennessee,-9.0,50.0,13,14,-5.5,24.5,13,0,-4.5,25.0,-1.0,-0.5
401761606,2025,3,Marshall,Eastern Kentucky,-14.5,49.5,38,7,-8.5,27.5,31,0,-7.25,24.75,-1.25,2.75
401752701,2025,3,Mississippi State,Alcorn State,-42.5,56.5,63,0,-24.5,31.5,42,0,-21.25,28.25,-3.25,3.25
401757235,2025,3,Kennesaw State,Merrimack,-17.5,44.5,27,13,-9.5,23.5,7,0,-8.75,22.25,-0.75,1.25
401762464,2025,3,Charlotte,Monmouth,-3.0,66.5,42,35,-2.5,33.5,7,14,-1.5,33.25,-1.0,0.25
401757233,2025,3,Florida International,Florida Atlantic,-2.0,56.5,38,28,-1.5,28.5,17,21,-1.0,28.25,-0.5,0.25
401752700,2025,3,Ole Miss,Arkansas,-3.5,60.5,41,35,-2.5,30.5,31,28,-1.75,30.25,-0.75,0.25
401752829,2025,3,Illinois,Western Michigan,-27.5,50.5,38,0,-16.5,27.5,10,0,-13.75,25.25,-2.75,2.25
401752827,2025,3,Ohio State,Ohio,-28.0,49.0,37,9,-17.5,27.5,13,3,-14.0,24.5,-3.5,3.0
401754536,2025,3,Virginia Tech,Old Dominion,-5.5,50.5,26,45,-3.5,25.5,0,28,-2.75,25.25,-0.75,0.25
401757234,2025,3,Georgia Southern,Jacksonville State,-3.0,59.0,41,34,-2.5,28.5,31,24,-1.5,29.5,-1.0,-1.0
401761605,2025,3,Georgia State,Murray State,-31.5,63.5,37,21,-18.5,34.5,23,7,-15.75,31.75,-2.75,2.75
401762466,2025,3,Rice,Prairie View A&M,-29.5,48.5,38,17,-17.5,27.5,24,7,-14.75,24.25,-2.75,3.25
401757257,2025,3,Louisiana Tech,New Mexico State,-10.0,42.5,49,14,-5.5,21.5,27,14,-5.0,21.25,-0.5,0.25
401761604,2025,3,Coastal Carolina,East Carolina,7.0,58.0,0,38,4.5,28.5,0,10,3.5,29.0,1.0,-0.5
401752698,2025,3,Kentucky,Eastern Michigan,-26.5,49.5,48,23,-14.5,25.5,28,16,-13.25,24.75,-1.25,0.75
401752707,2025,3,Notre Dame,Texas A&M,-7.5,48.5,40,41,-3.5,24.5,24,28,-3.75,24.25,0.25,0.25
401752699,2025,3,LSU,Florida,-5.5,47.5,20,10,-3.5,23.5,13,10,-2.75,23.75,-0.75,-0.25
401752704,2025,3,South Carolina,Vanderbilt,-3.0,48.5,7,31,-1.5,24.5,7,14,-1.5,24.25,0.0,0.25
401762465,2025,3,Tulsa,Navy,14.0,52.5,23,42,7.5,26.5,17,21,7.0,26.25,0.5,0.25
401756894,2025,3,TCU,Abilene Christian,-42.5,60.5,42,21,-24.5,34.5,28,0,-21.25,30.25,-3.25,4.25
401754534,2025,3,Tulane,Duke,-1.5,52.5,34,27,-0.5,26.5,24,9,-0.75,26.25,0.25,0.25
401756895,2025,3,Wyoming,Utah,24.5,47.5,6,31,13.5,24.5,0,3,12.25,23.75,1.25,0.75
401762463,2025,3,UAB,Akron,-12.5,58.5,31,28,-6.5,29.5,31,20,-6.25,29.25,-0.25,0.25
401760368,2025,3,Utah State,Air Force,4.0,51.5,49,30,2.5,24.5,14,10,2.0,25.75,0.5,-1.25
401760369,2025,3,Fresno State,Southern,-37.5,51.5,56,7,-21.5,29.5,35,7,-18.75,25.75,-2.75,3.75
401754533,2025,3,Stanford,Boston College,14.0,44.5,30,20,7.5,23.5,20,20,7.0,22.25,0.5,1.25
401752840,2025,3,California,Minnesota,3.0,41.5,27,14,0.5,20.5,10,7,1.5,20.75,-1.0,-0.25
401756889,2025,3,Arizona State,Texas State,-18.5,61.5,34,15,-10.5,31.5,20,3,-9.25,30.75,-1.25,0.75
401760370,2025,3,Hawai'i,Portland State,-35.5,54.5,23,3,-21.5,30.5,14,0,-17.75,27.25,-3.75,3.25
401762468,2025,4,Charlotte,Rice,1.5,41.5,17,28,0.5,20.5,9,14,0.75,20.75,-0.25,-0.25
401756900,2025,4,Oklahoma State,Tulsa,-10.5,54.5,12,19,-5.5,27.5,3,16,-5.25,27.25,-0.25,0.25
401752844,2025,4,Rutgers,Iowa,2.5,46.5,28,38,0.5,23.5,21,21,1.25,23.25,-0.75,0.25
401754617,2025,4,Virginia Tech,Wofford,-35.5,51.5,38,6,-20.5,28.5,21,3,-17.75,25.75,-2.75,2.75
401760376,2025,4,Miami (OH),UNLV,2.5,49.5,38,41,0.5,24.5,24,10,1.25,24.75,-0.75,-0.25
401756901,2025,4,Utah,Texas Tech,-3.5,58.5,10,34,-2.5,28.5,3,10,-1.75,29.25,-0.75,-0.75
401762469,2025,4,Army,North Texas,2.5,50.5,38,45,1.5,24.5,14,28,1.25,25.25,0.25,-0.75
401754642,2025,4,Louisville,Bowling Green,-26.5,50.5,40,17,-14.5,27.5,21,3,-13.25,25.25,-1.25,2.25
401754537,2025,4,Clemson,Syracuse,-17.5,53.5,21,34,-9.5,27.5,14,24,-8.75,26.75,-0.75,0.75
401752708,2025,4,Memphis,Arkansas,7.0,59.5,32,31,3.5,29.5,17,28,3.5,29.75,0.0,-0.25
401762470,2025,4,South Florida,South Carolina State,-36.0,56.5,63,14,-20.5,31.5,21,7,-18.0,28.25,-2.5,3.25
401752845,2025,4,Wisconsin,Maryland,-10.5,44.5,10,27,-6.5,22.5,0,20,-5.25,22.25,-1.25,0.25
401754636,2025,4,TCU,SMU,-6.5,63.5,35,24,-3.5,32.5,14,10,-3.25,31.75,-0.25,0.75
401752715,2025,4,Tennessee,UAB,-39.5,69.5,56,24,-24.5,38.5,42,7,-19.75,34.75,-4.75,3.75
401762822,2025,4,Central Michigan,Wagner,-29.0,47.0,49,10,-16.5,24.5,35,3,-14.5,23.5,-2.0,1.0
401752841,2025,4,Oregon,Oregon State,-33.5,58.5,41,7,-21.5,32.5,21,7,-16.75,29.25,-4.75,3.25
401762823,2025,4,Ohio,Gardner-Webb,-30.5,55.0,52,35,-17.5,31.5,31,21,-15.25,27.5,-2.25,4.0
401754640,2025,4,UCF,North Carolina,-7.0,46.5,34,9,-3.5,23.5,20,3,-3.5,23.25,0.0,0.25
401752711,2025,4,Ole Miss,Tulane,-12.5,61.5,45,10,-6.5,31.5,23,3,-6.25,30.75,-0.25,0.75
401752846,2025,4,Nebraska,Michigan,1.5,47.5,27,30,0.5,23.5,17,17,0.75,23.75,-0.25,-0.25
401762820,2025,4,Western Michigan,Toledo,13.5,48.5,14,13,7.5,24.5,0,3,6.75,24.25,0.75,0.25
401757169,2025,4,UConn,Ball State,-21.0,53.5,31,25,-11.5,27.5,10,7,-10.5,26.75,-1.0,0.75
401752714,2025,4,Oklahoma,Auburn,-6.5,47.5,24,17,-3.5,23.5,10,10,-3.25,23.75,-0.25,-0.25
401761613,2025,4,Buffalo,Troy,-5.5,43.5,17,21,-3.5,21.5,7,0,-2.75,21.75,-0.75,-0.25
401757262,2025,4,Liberty,James Madison,7.5,46.5,13,31,4.5,23.5,10,10,3.75,23.25,0.75,0.25
401752848,2025,4,Notre Dame,Purdue,-24.5,51.5,56,30,-14.5,27.5,35,23,-12.25,25.75,-2.25,1.75
401754541,2025,4,Florida State,Kent State,-44.5,56.5,66,10,-27.5,32.5,45,7,-22.25,28.25,-5.25,4.25
401761610,2025,4,Eastern Michigan,Louisiana,2.5,51.5,34,31,0.5,24.5,21,17,1.25,25.75,-0.75,-1.25
401752712,2025,4,Mississippi State,Northern Illinois,-23.5,48.5,38,10,-14.5,25.5,14,10,-11.75,24.25,-2.75,1.25
401754542,2025,4,Georgia Tech,Temple,-24.5,52.5,45,24,-13.5,28.5,21,7,-12.25,26.25,-1.25,2.25
401762821,2025,4,Akron,Duquesne,-10.5,51.0,51,7,-6.5,24.5,38,0,-5.25,25.5,-1.25,-1.0
401756899,2025,4,Kansas,West Virginia,-12.5,54.5,41,10,-6.5,27.5,20,3,-6.25,27.25,-0.25,0.25
401757261,2025,4,Kennesaw State,Arkansas State,4.5,57.5,28,21,2.5,28.5,21,7,2.25,28.75,0.25,-0.25
401757259,2025,4,Florida International,Delaware,-4.0,54.5,16,38,-2.5,27.5,7,24,-2.0,27.25,-0.5,0.25
401760372,2025,4,Air Force,Boise State,10.5,51.5,37,49,6.5,25.5,14,21,5.25,25.75,1.25,-0.25
401761609,2025,4,Georgia Southern,Maine,-22.0,57.5,45,17,-13.5,31.5,17,14,-11.0,28.75,-2.5,2.75
401757268,2025,4,Western Kentucky,Nevada,-8.5,54.5,31,16,-4.5,27.5,3,10,-4.25,27.25,-0.25,0.25
401757264,2025,4,Middle Tennessee,Marshall,2.5,46.5,28,42,1.5,22.5,20,21,1.25,23.25,0.25,-0.75
401761611,2025,4,South Alabama,Coastal Carolina,-14.5,51.5,20,38,-8.5,26.5,14,7,-7.25,25.75,-1.25,0.75
401757260,2025,4,Jacksonville State,Murray State,-35.5,60.5,45,10,-21.5,33.5,24,3,-17.75,30.25,-3.75,3.25
401752713,2025,4,Missouri,South Carolina,-10.0,48.5,29,20,-6.5,24.5,12,14,-5.0,24.25,-1.5,0.25
401752716,2025,4,Vanderbilt,Georgia State,-27.5,53.5,70,21,-16.5,28.5,42,9,-13.75,26.75,-2.75,1.75
401752843,2025,4,Indiana,Illinois,-7.0,51.5,63,10,-3.5,25.5,35,10,-3.5,25.75,0.0,-0.25
401756898,2025,4,East Carolina,BYU,6.5,49.5,13,34,3.5,24.5,3,13,3.25,24.75,0.25,-0.25
401757263,2025,4,Louisiana Tech,Southern Miss,-3.0,51.5,30,20,-2.5,25.5,30,10,-1.5,25.75,-1.0,-0.25
401754539,2025,4,Virginia,Stanford,-16.5,48.5,48,20,-9.5,24.5,28,14,-8.25,24.25,-1.25,0.25
401752842,2025,4,Washington State,Washington,21.0,51.5,24,59,11.5,27.5,10,24,10.5,25.75,1.0,1.75
401756896,2025,4,Baylor,Arizona State,-3.0,60.5,24,27,-0.5,30.5,10,10,-1.5,30.25,1.0,0.25
401752709,2025,4,Miami,Florida,-8.5,51.5,26,7,-4.5,24.5,13,0,-4.25,25.75,-0.25,-1.25
401761612,2025,4,Texas State,Nicholls,-32.5,57.0,35,3,-18.5,31.5,28,3,-16.25,28.5,-2.25,3.0
401752723,2025,4,Texas,Sam Houston,-39.5,51.5,55,0,-24.5,29.5,31,0,-19.75,25.75,-4.75,3.75
401760377,2025,4,Utah State,McNeese,-23.5,63.0,48,7,-14.5,34.5,34,7,-11.75,31.5,-2.75,3.0
401757267,2025,4,UTEP,UL Monroe,-5.5,47.5,25,31,-3.5,23.5,7,24,-2.75,23.75,-0.75,-0.25
401760373,2025,4,Colorado State,UTSA,4.5,58.5,16,17,3.5,29.5,3,10,2.25,29.25,1.25,0.25
401756897,2025,4,Colorado,Wyoming,-12.5,45.5,37,20,-6.5,23.5,21,3,-6.25,22.75,-0.25,0.75
401754540,2025,4,San Diego State,California,14.0,47.5,34,0,7.5,23.5,13,0,7.0,23.75,0.5,-0.25
401752847,2025,4,USC,Michigan State,-18.5,55.5,45,31,-10.5,28.5,24,10,-9.25,27.75,-1.25,0.75
401760374,2025,4,Hawai'i,Fresno State,2.5,47.5,21,23,0.5,23.5,9,7,1.25,23.75,-0.75,-0.25
401762471,2025,5,East Carolina,Army,-3.5,52.5,28,6,-2.5,26.5,21,0,-1.75,26.25,-0.75,0.25
401754543,2025,5,Virginia,Florida State,7.0,59.5,46,38,3.5,30.5,21,21,3.5,29.75,0.0,0.75
401756902,2025,5,Arizona State,TCU,-2.5,54.5,27,24,-1.5,27.5,14,17,-1.25,27.25,-0.25,0.25
401752939,2025,5,Oregon State,Houston,11.5,48.5,24,27,7.5,23.5,14,10,5.75,24.25,1.75,-0.75
401752849,2025,5,Minnesota,Rutgers,-3.5,51.5,31,28,-2.5,25.5,14,21,-1.75,25.75,-0.75,-0.25
401754547,2025,5,Pittsburgh,Louisville,3.0,53.5,27,34,1.5,27.5,27,17,1.5,26.75,0.0,0.75
401761617,2025,5,North Texas,South Alabama,-13.5,63.5,36,22,-6.5,32.5,14,7,-6.75,31.75,0.25,0.75
401752717,2025,5,Arkansas,Notre Dame,5.5,64.5,13,56,3.5,31.5,13,42,2.75,32.25,0.75,-0.75
401756906,2025,5,Kansas State,UCF,-5.5,48.5,34,20,-3.5,24.5,17,7,-2.75,24.25,-0.75,0.25
401752850,2025,5,Illinois,USC,6.5,62.5,34,32,3.5,31.5,14,10,3.25,31.25,0.25,0.25
401756905,2025,5,Kansas,Cincinnati,-5.5,55.5,34,37,-3.5,28.5,13,20,-2.75,27.75,-0.75,0.75
401762825,2025,5,Ohio,Bowling Green,-7.5,49.5,35,20,-4.5,24.5,21,13,-3.75,24.75,-0.75,-0.25
401754546,2025,5,Wake Forest,Georgia Tech,13.5,53.5,29,30,7.5,27.5,17,3,6.75,26.75,0.75,0.75
401754545,2025,5,Syracuse,Duke,4.0,59.5,3,38,2.5,29.5,3,24,2.0,29.75,0.5,-0.25
401752725,2025,5,Vanderbilt,Utah State,-23.5,57.5,55,35,-13.5,30.5,31,21,-11.75,28.75,-1.75,1.75
401762826,2025,5,Central Michigan,Eastern Michigan,-3.0,55.5,24,13,-2.5,27.5,21,6,-1.5,27.75,-1.0,-0.25
401761614,2025,5,James Madison,Georgia Southern,-14.5,54.5,35,10,-7.5,27.5,21,3,-7.25,27.25,-0.25,0.25
401761616,2025,5,UL Monroe,Arkansas State,-1.5,55.5,28,16,-0.5,27.5,14,10,-0.75,27.75,0.25,-0.25
401756908,2025,5,West Virginia,Utah,13.5,46.5,14,48,6.5,22.5,0,28,6.75,23.25,-0.25,-0.75
401760380,2025,5,Northern Illinois,San Diego State,1.5,41.5,3,6,0.5,20.5,3,3,0.75,20.75,-0.25,-0.25
401752852,2025,5,Washington,Ohio State,9.5,52.5,6,24,4.5,26.5,3,7,4.75,26.25,-0.25,0.25
401752724,2025,5,Texas A&M,Auburn,-6.5,51.5,16,10,-3.5,25.5,13,3,-3.25,25.75,-0.25,-0.25
401752853,2025,5,Iowa,Indiana,9.5,47.5,15,20,3.5,23.5,10,10,4.75,23.75,-1.25,-0.25
401752719,2025,5,Ole Miss,LSU,-2.5,57.5,24,19,-2.5,29.5,17,7,-1.25,28.75,-1.25,0.75
401757170,2025,5,Buffalo,UConn,3.0,51.5,17,20,1.5,24.5,7,7,1.5,25.75,0.0,-1.25
401756907,2025,5,Oklahoma State,Baylor,21.0,58.5,27,45,11.5,30.5,20,28,10.5,29.25,1.0,1.25
401762473,2025,5,Navy,Rice,-14.0,45.5,21,13,-7.5,23.5,14,0,-7.0,22.75,-0.5,0.75
401754544,2025,5,Boston College,California,-6.0,54.5,24,28,-3.5,26.5,17,14,-3.0,27.25,-0.5,-0.75
401752851,2025,5,Northwestern,UCLA,-6.0,45.5,17,14,-3.5,22.5,17,3,-3.0,22.75,-0.5,-0.25
401762824,2025,5,Toledo,Akron,-21.5,50.5,45,3,-12.5,26.5,35,3,-10.75,25.25,-1.75,1.25
401760378,2025,5,Air Force,Hawai'i,-7.0,52.5,35,44,-3.5,26.5,7,17,-3.5,26.25,0.0,0.25
401762474,2025,5,Tulsa,Tulane,14.5,52.5,14,31,7.5,27.5,14,24,7.25,26.25,0.25,1.25
401757274,2025,5,New Mexico,New Mexico State,-16.5,53.5,38,20,-8.5,27.5,14,17,-8.25,26.75,-0.25,0.75
401752720,2025,5,Mississippi State,Tennessee,7.5,63.5,34,41,4.5,31.5,17,17,3.75,31.75,0.75,-0.25
401757270,2025,5,Kennesaw State,Middle Tennessee,-7.0,54.5,24,16,-3.5,26.5,21,10,-3.5,27.25,0.0,-0.75
401757271,2025,5,Old Dominion,Liberty,-14.5,53.5,21,7,-9.5,27.5,14,0,-7.25,26.75,-2.25,0.75
401757273,2025,5,Missouri State,Western Kentucky,3.5,59.5,22,27,2.5,29.5,9,10,1.75,29.75,0.75,-0.25
401762472,2025,5,Florida Atlantic,Memphis,14.0,62.5,26,55,7.5,31.5,16,17,7.0,31.25,0.5,0.25
401756904,2025,5,Iowa State,Arizona,-4.0,48.5,39,14,-2.5,23.5,22,7,-2.0,24.25,-0.5,-0.75
401757269,2025,5,Southern Miss,Jacksonville State,-4.5,55.5,42,25,-3.5,27.5,21,3,-2.25,27.75,-1.25,-0.25
401752950,2025,5,Colorado State,Washington State,-4.5,48.5,3,20,-3.5,23.5,3,20,-2.25,24.25,-1.25,-0.75
401752854,2025,5,Penn State,Oregon,-4.5,52.5,24,30,-2.5,26.5,3,3,-2.25,26.25,-0.25,0.25
401752718,2025,5,Georgia,Alabama,-2.5,53.5,21,24,-0.5,26.5,14,24,-1.25,26.75,0.75,-0.25
401752722,2025,5,South Carolina,Kentucky,-5.5,46.5,35,13,-2.5,23.5,28,10,-2.75,23.25,0.25,0.25
401761615,2025,5,Louisiana,Marshall,2.5,47.5,54,51,-0.5,23.5,17,17,1.25,23.75,-1.75,-0.25
401757272,2025,5,UTEP,Louisiana Tech,3.5,48.5,11,30,2.5,23.5,0,7,1.75,24.25,0.75,-0.75
401756903,2025,5,Colorado,BYU,6.5,48.5,21,24,3.5,24.5,14,10,3.25,24.25,0.25,0.25
401757275,2025,6,New Mexico State,Sam Houston,1.5,53.5,37,10,0.5,26.5,10,3,0.75,26.75,-0.25,-0.25
401757276,2025,6,Delaware,Western Kentucky,-2.5,62.5,24,27,-0.5,29.5,17,10,-1.25,31.25,0.75,-1.75
401762475,2025,6,South Florida,Charlotte,-28.5,54.5,54,26,-16.5,30.5,33,7,-14.25,27.25,-2.25,3.25
401756909,2025,6,BYU,West Virginia,-19.5,46.5,38,24,-10.5,23.5,28,10,-9.75,23.25,-0.75,0.25
401760382,2025,6,San Diego State,Colorado State,-4.5,40.5,45,24,-2.5,20.5,28,10,-2.25,20.25,-0.25,0.25
401752728,2025,6,Georgia,Kentucky,-19.5,48.5,35,14,-11.5,25.5,21,7,-9.75,24.25,-1.75,1.25
401756912,2025,6,Cincinnati,Iowa State,-1.5,55.5,38,30,-0.5,26.5,31,15,-0.75,27.75,0.25,-1.25
401756911,2025,6,Baylor,Kansas State,-4.5,59.5,35,34,-2.5,30.5,17,17,-2.25,29.75,-0.25,0.75
401762476,2025,6,UAB,Army,6.5,55.5,13,31,3.5,27.5,7,10,3.25,27.75,0.25,-0.25
401752861,2025,6,Purdue,Illinois,7.5,55.5,27,43,4.5,27.5,14,27,3.75,27.75,0.75,-0.25
401760381,2025,6,Navy,Air Force,-13.5,50.5,34,31,-7.5,26.5,17,10,-6.75,25.25,-0.75,1.25
401752856,2025,6,Michigan,Wisconsin,-17.5,42.5,24,10,-9.5,21.5,10,7,-8.75,21.25,-0.75,0.25
401762830,2025,6,Ball State,Ohio,14.0,52.5,20,14,7.5,26.5,0,14,7.0,26.25,0.5,0.25
401754552,2025,6,North Carolina,Clemson,15.5,47.5,10,38,8.5,23.5,3,35,7.75,23.75,0.75,-0.25
401754550,2025,6,Pittsburgh,Boston College,-6.5,54.5,48,7,-3.5,27.5,31,0,-3.25,27.25,-0.25,0.25
401762479,2025,6,Temple,UTSA,6.5,58.5,27,21,3.5,29.5,3,14,3.25,29.25,0.25,0.25
401754556,2025,6,Virginia Tech,Wake Forest,-4.5,51.5,23,30,-3.5,25.5,14,24,-2.25,25.75,-1.25,-0.25
401756910,2025,6,Arizona,Oklahoma State,-21.5,56.5,41,13,-11.5,29.5,24,6,-10.75,28.25,-0.75,1.25
401752727,2025,6,Florida,Texas,4.5,42.5,29,21,3.5,20.5,19,7,2.25,21.25,1.25,-0.75
401752857,2025,6,Maryland,Washington,5.5,52.5,20,24,2.5,25.5,13,0,2.75,26.25,-0.25,-0.75
401762873,2025,6,Northern Illinois,Miami (OH),4.5,38.5,14,25,2.5,20.5,14,10,2.25,19.25,0.25,1.25
401761618,2025,6,Georgia State,James Madison,19.5,52.5,7,14,10.5,27.5,7,0,9.75,26.25,0.75,1.25
401762831,2025,6,Buffalo,Eastern Michigan,-9.5,53.5,31,30,-5.5,26.5,14,14,-4.75,26.75,-0.75,-0.25
401754555,2025,6,SMU,Syracuse,-17.5,56.5,31,18,-10.5,29.5,24,3,-8.75,28.25,-1.75,1.25
401762829,2025,6,Akron,Central Michigan,7.0,47.5,28,22,3.5,23.5,14,10,3.5,23.75,0.0,-0.25
401752858,2025,6,Northwestern,UL Monroe,-12.5,43.5,42,7,-6.5,21.5,18,7,-6.25,21.75,-0.25,-0.25
401752726,2025,6,Alabama,Vanderbilt,-13.5,58.5,30,14,-6.5,28.5,14,14,-6.75,29.25,0.25,-0.75
401754554,2025,6,Louisville,Virginia,-6.5,59.5,27,30,-3.5,30.5,14,14,-3.25,29.75,-0.25,0.75
401752855,2025,6,UCLA,Penn State,24.5,48.5,42,37,14.5,26.5,27,7,12.25,24.25,2.25,2.25
401757165,2025,6,Notre Dame,Boise State,-21.5,63.5,28,7,-12.5,33.5,14,7,-10.75,31.75,-1.75,1.75
401757171,2025,6,UConn,Florida International,-7.0,52.5,51,10,-4.5,26.5,27,3,-3.5,26.25,-1.0,0.25
401752860,2025,6,Nebraska,Michigan State,-12.5,48.5,38,27,-6.5,23.5,14,7,-6.25,24.25,-0.25,-0.75
401752729,2025,6,Oklahoma,Kent State,-46.5,53.5,44,0,-28.5,31.5,23,0,-23.25,26.75,-5.25,4.75
401761620,2025,6,Arkansas State,Texas State,14.0,63.5,31,30,7.5,31.5,10,10,7.0,31.75,0.5,-0.25
401761619,2025,6,Old Dominion,Coastal Carolina,-18.5,53.5,47,7,-10.5,28.5,34,0,-9.25,26.75,-1.25,1.75
401760385,2025,6,Wyoming,UNLV,4.5,50.5,17,31,2.5,24.5,3,24,2.25,25.25,0.25,-0.75
